city_en,city_ru,lat,lon,population,iso3,country,country_ru
Lincang,Линканг,23.884,100.089,2257991,CHN,China,Китай
Las vegas,Лас -вегас,36.2333,-115.2654,2256509,USA,United states,Соединенные Штаты
Haikou,Хайку,20.0186,110.3488,2250000,CHN,China,Китай
Yuxi,Юси,24.347,102.527,2249502,CHN,China,Китай
Tangerang,Танджернг,-6.1703,106.6403,2237006,IDN,Indonesia,Индонезия
Supaul,Супоул,25.9469,86.2497,2229076,IND,India,Индия
Almaty,Алматы,43.24,76.915,2228675,KAZ,Kazakhstan,Казахстан
Vienna,Вена,48.2083,16.3725,2223236,AUT,Austria,Австрия
Esfahan,Эсфахан,32.6653,51.6703,2219343,IRN,Iran,Иран
Xining,Xining,36.6224,101.7804,2208708,CHN,China,Китай
Jincheng,Джинчэн,35.491,112.852,2194545,CHN,China,Китай
Baltimore,Балтимор,39.3051,-76.6144,2189589,USA,United states,Соединенные Штаты
Dandong,Дандонг,40.1167,124.3833,2188436,CHN,China,Китай
Yan'an,Янан,36.65,109.494,2187009,CHN,China,Китай
Qinbaling,Цинбалинг,35.7091,107.6436,2179716,CHN,China,Китай
Gaoping,Городской Гапинг,30.7824,106.1281,2174000,CHN,China,Китай
Awka,Авка,6.2069,7.0678,2171900,NGA,Nigeria,Нигерия
Taizhou,Тайчжоу,32.4567,119.9229,2162461,CHN,China,Китай
Ma'anshan,Мааншан,31.669,118.507,2159930,CHN,China,Китай
Jiamusi,Джимуси,46.8,130.319,2156505,CHN,China,Китай
Perth,Перт,-31.9558,115.8597,2141834,AUS,Australia,Австралия
Gaziantep,City Gaziantep,37.0628,37.3792,2130432,TUR,Turkey,Турция
Phnom penh,Пномп,11.5696,104.921,2129371,KHM,Cambodia,Камбоджа
St. louis,Сент -луис,38.6359,-90.2451,2127843,USA,United states,Соединенные Штаты
Mogadishu,Могадишо,2.0392,45.3419,2120000,SOM,Somalia,Сомали
Lishui,Лишуй,28.468,119.923,2116957,CHN,China,Китай
Kowloon,Коулун,22.3167,114.1833,2108419,HKG,Hong kong,Гонконг
Cordoba,Кордоба,-31.4167,-64.1833,2106734,ARG,Argentina,Аргентина
Zamboanga city,Замбоанга,6.9042,122.0761,2100000,PHL,Philippines,Филиппины
Rawalpindi,Равалпинди,33.6,73.0333,2098231,PAK,Pakistan,Пакистан
Havana,Гавана,23.1367,-82.3589,2089532,CUB,Cuba,Куба
Chongzuo,Чондзуо,22.377,107.365,2088692,CHN,China,Китай
Portland,Городской Портленд,27.8942,-97.3278,2084045,USA,United states,Соединенные Штаты
Laibin,Лайбин,23.7501,109.2212,2074611,CHN,China,Китай
San antonio,Сан -антонио,29.4632,-98.5238,2069843,USA,United states,Соединенные Штаты
Vadodara,Вадодара,22.3,73.2,2065771,IND,India,Индия
Qingyang,Циньян,24.7816,118.5517,2061600,CHN,China,Китай
Rajkot,Раджкот,22.3,70.7833,2043000,IND,India,Индия
Shangzhou,Шанчжоу,33.8734,109.9186,2041231,CHN,China,Китай
Vishakhapatnam,Вишахапатнам,17.7042,83.2978,2035922,IND,India,Индия
Shengli,Шенгли,37.434,118.6746,2035338,CHN,China,Китай
Sanmenxia,Санменксия,34.7732,111.2004,2034872,CHN,China,Китай
Warsaw,Городская Варшава,52.23,21.0111,2028000,POL,Poland,Польша
Gujranwala,Гуджранвал,32.1567,74.19,2027001,PAK,Pakistan,Пакистан
Hezhou,Хесоу,24.4042,111.5672,2007858,CHN,China,Китай
Aleppo,Алеппо,36.2319,37.1681,2003671,SYR,Syria,Сирия
Tijuana,Тихуана,32.525,-117.0333,2002000,MEX,Mexico,Мексика
Puning,Наказания,23.298,116.166,1998619,CHN,China,Китай
Indore,Индор,22.7167,75.8472,1994397,IND,India,Индия
Minsk,Минск,53.9006,27.5586,1992862,BLR,Belarus,Беларусь
Karaj,Карадж,35.8292,50.9675,1973470,IRN,Iran,Иран
Kananga,Кананга,-5.897,22.4488,1971704,COD,Congo (kinshasa),Конго (киншаса)
Huaibei,Хуабеи,33.956,116.798,1970265,CHN,China,Китай
Peshawar,Пешавар,34.0144,71.5675,1970042,PAK,Pakistan,Пакистан
Sacramento,Сакраменто,38.5677,-121.4685,1962998,USA,United states,Соединенные Штаты
Sapporo,Саппоро,43.0619,141.3544,1959313,JPN,Japan,Япония
Tilburg,Тилбург,51.5572,5.0911,1944588,NLD,Netherlands,Нидерланды
Austin,Остин,30.3005,-97.7522,1915031,USA,United states,Соединенные Штаты
Orlando,Орландо,28.4773,-81.337,1913597,USA,United states,Соединенные Штаты
Davao,Давао,7.07,125.6,1910167,PHL,Philippines,Филиппины
Songjiang,Сонджян,31.0058,121.2333,1909713,CHN,China,Китай
Yinchuan,Иньчуань,38.485,106.225,1901793,CHN,China,Китай
Abhepur,Абхепур,39.41,116.38,1895686,IND,India,Индия
Thane,Тан,19.1972,72.9722,1886941,IND,India,Индия
Multan,Мултан,30.1978,71.4697,1871843,PAK,Pakistan,Пакистан
Port harcourt,Городской Порт Харкорт,4.8242,7.0336,1865000,NGA,Nigeria,Нигерия
Fushun,Фушун,41.881,123.957,1861372,CHN,China,Китай
Tainan,Тайнань,22.9833,120.1833,1856642,TWN,Taiwan,Тайвань
Pingliang,Пинглиан,35.5424,106.6649,1848607,CHN,China,Китай
Siping,Городской Пятно,43.1668,124.3506,1814733,CHN,China,Китай
San juan,Сан -хуан,18.3985,-66.061,1809800,PRI,Puerto rico,Пуэрто -рико
Pingxiang,Пингксиан,27.659,113.887,1804805,CHN,China,Китай
Bhopal,Бхопал,23.2599,77.4126,1798218,IND,India,Индия
Mosul,Мосул,36.3667,43.1167,1792000,IRQ,Iraq,Ирак
Diyarbakir,Диярбакир,37.91,40.24,1791373,TUR,Turkey,Турция
Lubumbashi,Лубумбаши,-11.6647,27.4794,1786397,COD,Congo (kinshasa),Конго (киншаса)
Benin city,Бенин Сити,6.3333,5.6222,1780000,NGA,Nigeria,Нигерия
Curitiba,Куритиба,-25.4297,-49.2719,1773718,BRA,Brazil,Бразилия
San jose,Сан -хосе,37.3012,-121.848,1771563,USA,United states,Соединенные Штаты
Shuyangzha,Шуянгжа,34.1299,118.7734,1770000,CHN,China,Китай
Adana,Адана,37.0,35.3213,1765981,TUR,Turkey,Турция
Quito,Городской Кито,-0.22,-78.5125,1763275,ECU,Ecuador,Эквадор
Agra,Агра,27.18,78.02,1760285,IND,India,Индия
Peyanvilai,Пеянвилай,8.9,77.9833,1750176,IND,India,Индия
Lusaka,Лусака,-15.4167,28.2833,1747152,ZMB,Zambia,Замбия
Indianapolis,Индианаполис,39.7771,-86.1458,1740984,USA,United states,Соединенные Штаты
Hyderabad city,Хайдарабад Сити,25.3792,68.3683,1732693,PAK,Pakistan,Пакистан
Pimpri-chinchwad,Пимпри-чинчвад,18.6186,73.8037,1729320,IND,India,Индия
Maracay,Маракай,10.2469,-67.5961,1723236,VEN,Venezuela,Венесуэла
Masqat,Маскат,23.614,58.5911,1720000,OMN,Oman,Оман
Montevideo,Монтевидео,-34.9056,-56.1842,1719453,URY,Uruguay,Уругвай
Pittsburgh,Питтсбург,40.4397,-79.9763,1712828,USA,United states,Соединенные Штаты
Cincinnati,Цинциннати,39.1413,-84.506,1704916,USA,United states,Соединенные Штаты
Manhattan,Манхэттен,41.4274,-87.9805,1694263,USA,United states,Соединенные Штаты
Kansas city,Канзас -сити,39.1238,-94.5541,1686807,USA,United states,Соединенные Штаты
Budapest,Будапешт,47.4983,19.0408,1686222,HUN,Hungary,Венгрия
Patna,Патна,25.594,85.1376,1684222,IND,India,Индия
Kampala,Кампала,0.3136,32.5811,1680600,UGA,Uganda,Уганда
Sanzhou,Санчжоу,30.82,108.4,1680000,CHN,China,Китай
Beihai,Бейхай,21.481,109.12,1680000,CHN,China,Китай
Cleveland,Кливленд,33.744,-90.7285,1679247,USA,United states,Соединенные Штаты
Conakry,Конакри,9.5092,-13.7122,1667864,GIN,Guinea,Гвинея
Ximeicun,Ximeicun,24.9612,118.3849,1663542,CHN,China,Китай
Caloocan city,Калукан Сити,14.65,120.97,1661584,PHL,Philippines,Филиппины
Ecatepec,City Ecatepec,19.6097,-99.06,1655015,MEX,Mexico,Мексика
Yushan,Юшан,31.322,120.985,1652159,CHN,China,Китай
Fuxin,Фуксин,42.022,121.67,1647280,CHN,China,Китай
Novosibirsk,Новосибирск,55.05,82.95,1633851,RUS,Russia,Россия
Bilaspur,Биласпур,30.32,77.32,1625502,IND,India,Индия
Semarang,Семаранг,-6.99,110.4225,1621384,IDN,Indonesia,Индонезия
Jingdezhen,Джингджэнь,29.2917,117.1986,1618979,CHN,China,Китай
Ludhiana,Лудхияна,30.91,75.85,1618879,IND,India,Индия
Liaoyang,Лиаоян,41.279,123.176,1604580,CHN,China,Китай
Jiangyin,Цзяньгейн,31.839,120.295,1595138,CHN,China,Китай
Valencia,Сити Валенсия,39.47,-0.3764,1595000,ESP,Spain,Испания
Shuozhou,Шуооооооооо,39.3317,112.4329,1593444,CHN,China,Китай
Leon de los aldama,Леон Де Лос Алдама,21.1167,-101.6833,1579803,MEX,Mexico,Мексика
Columbus,Колумб,41.4366,-97.3565,1578153,USA,United states,Соединенные Штаты
Puebla,Пуэбла,19.0333,-98.1833,1576259,MEX,Mexico,Мексика
Bien hoa,Биен Хоа,10.95,106.8167,1575000,VNM,Vietnam,Вьетнам
Chengtangcun,Ченгтангкун,35.0833,117.15,1574648,CHN,China,Китай
Yopougon,Йопугон,5.3748,-4.0867,1571065,CIV,Côte d’ivoire,Берег Слоновой Кости
Hebi,Хеби,35.748,114.297,1565973,CHN,China,Китай
Shiraz,Шираз,29.61,52.5425,1565572,IRN,Iran,Иран
Dushanbe,Душанбе,38.5367,68.78,1564700,TJK,Tajikistan,Таджикистан
Madurai,Мадурай,9.9252,78.1198,1561129,IND,India,Индия
Huzhou,Хучжоу,30.8925,120.0875,1558826,CHN,China,Китай
Harare,Хараре,-17.8292,31.0522,1558823,ZWE,Zimbabwe,Зимбабве
Tabriz,Табриз,38.0817,46.2992,1558693,IRN,Iran,Иран
Jamshedpur,Джамшедпур,22.7925,86.1842,1558000,IND,India,Индия
Baicheng,Байченг,23.903,106.619,1551378,CHN,China,Китай
San jose,Сан -хосе,9.9325,-84.08,1543000,CRI,Costa rica,Коста -рика
Shaoyang,Шаоян,27.2395,111.4679,1542600,CHN,China,Китай
San salvador,Сити Сан Сальвадор,13.6989,-89.1914,1538525,SLV,El salvador,Сальвадор
Palembang,Палембанг,-2.9861,104.7556,1535952,IDN,Indonesia,Индонезия
Kawasaki,Кавасаки,35.5167,139.7,1531646,JPN,Japan,Япония
Kobe,Кобе,34.69,135.1956,1521707,JPN,Japan,Япония
Jiaxing,Джиакс,30.747,120.756,1518654,CHN,China,Китай
Zhangjiajie,Чжанджияджи,29.117,110.479,1517027,CHN,China,Китай
Baiyin,Байин,36.5451,104.1389,1512110,CHN,China,Китай
Guiping,Гиппинг,23.4,110.0833,1511011,CHN,China,Китай
Changshu,Чаншу,31.656,120.753,1510100,CHN,China,Китай
Jixi,Джикси,45.295,130.969,1502060,CHN,China,Китай
Xushan,Xushan,30.1667,121.2333,1502000,CHN,China,Китай
Lome,Ломе,6.1308,1.2153,1500000,TGO,Togo,Того
Niamey,Ниамми,13.515,2.1175,1496260,NER,Niger,Нигер
Gwangju,Гванджу,35.1653,126.8486,1490092,KOR,"Korea, south","Корея, Юг"
Recife,Городская Репута,-8.0539,-34.8808,1488920,BRA,Brazil,Бразилия
Nasik,Насик,19.9975,73.7898,1486053,IND,India,Индия
Onitsha,Онитша,6.1667,6.7833,1483000,NGA,Nigeria,Нигерия
Abu dhabi,Абу -даби,24.4667,54.3667,1483000,ARE,United arab emirates,Объединенные Арабские Эмираты
Amsterdam,Амстердам,52.3728,4.8936,1477213,NLD,Netherlands,Нидерланды
Vijayawada,Виджаявада,16.5193,80.6305,1476931,IND,India,Индия
Zapopan,Запопан,20.7167,-103.4,1476491,MEX,Mexico,Мексика
Daejeon,Дэджон,36.35,127.385,1475221,KOR,"Korea, south","Корея, Юг"
Bronx,Бронкс,40.8501,-73.8662,1472654,USA,United states,Соединенные Штаты
Auckland,Окленд,-36.8492,174.7653,1470100,NZL,New zealand,Новая Зеландия
Yekaterinburg,Екатеринбург,56.8356,60.6128,1468833,RUS,Russia,Россия
Wuwei,Увей,37.929,102.638,1464955,CHN,China,Китай
Jinhua,Джинхуа,29.079,119.647,1463990,CHN,China,Китай
Kyoto,Киото,35.0117,135.7683,1463723,JPN,Japan,Япония
Pizhou,Пичжоу,34.398,117.89,1458038,CHN,China,Китай
Yangshe,Янше,31.8767,120.556,1447600,CHN,China,Китай
Dakar,Дакар,14.6726,-17.432,1438725,SEN,Senegal,Сенегал
Charlotte,Шарлотта,42.5662,-84.8304,1436613,USA,United states,Соединенные Штаты
Yucheng,Юченен,30.01,103.0415,1434603,CHN,China,Китай
Kayseri,Кайсери,38.7225,35.4875,1434357,TUR,Turkey,Турция
Virginia beach,Вирджиния Бич,36.7335,-76.0435,1431821,USA,United states,Соединенные Штаты
Rui'an,Руин,27.7833,120.625,1424667,CHN,China,Китай
Muscat,Городской Маскат,23.6139,58.5922,1421409,OMN,Oman,Оман
Kharkiv,Харкив,49.9925,36.2311,1421125,UKR,Ukraine,Украина
Pointe-noire,Пукт-noire,-4.7975,11.8503,1420612,COG,Congo (brazzaville),Конго (брамзавиль)
Medina,Медина,24.47,39.61,1411599,SAU,Saudi arabia,Саудовская Аравия
Sangereng,Сангеренг,-6.2889,106.7181,1404785,IDN,Indonesia,Индонезия
Faridabad,Фаридабад,28.4211,77.3078,1404653,IND,India,Индия
Sofia,София,42.6979,23.3217,1404116,BGR,Bulgaria,Болгария
Ulaanbaatar,Улаанбаатар,47.9214,106.9055,1396288,MNG,Mongolia,Монголия
Adelaide,Аделаида,-34.9275,138.6,1387290,AUS,Australia,Австралия
Prague,Городская Прага,50.0875,14.4214,1384732,CZE,Czechia,Чехия
Wenling,Венлинг,28.3667,121.3667,1366794,CHN,China,Китай
Copenhagen,Копенгаген,55.6805,12.5615,1366301,DNK,Denmark,Дания
Najafgarh,Наджафгарх,28.6125,76.9847,1365152,IND,India,Индия
Lianjiang,Лианцзян,21.7333,110.2833,1363470,CHN,China,Китай
Helsinki,Хельсинки,60.1708,24.9375,1360075,FIN,Finland,Финляндия
Samsun,Самсун,41.2903,36.3336,1356079,TUR,Turkey,Турция
Milan,Милан,45.4669,9.19,1354196,ITA,Italy,Италия
Antalya,Анталья,36.8874,30.7075,1344000,TUR,Turkey,Турция
Santiago,Сантьяго,19.4572,-70.6889,1343423,DOM,Dominican republic,Доминиканская Республика
Chizhou,Чичжоу,30.6654,117.4916,1342764,CHN,China,Китай
Makassar,Макассар,-5.1331,119.4136,1338663,IDN,Indonesia,Индонезия
Porto alegre,Порто Алегре,-30.0328,-51.23,1332845,BRA,Brazil,Бразилия
Huangshan,Хуаншан,29.7149,118.3376,1330565,CHN,China,Китай
Gaozhou,Гаочжоу,21.9244,110.8422,1328657,CHN,China,Китай
Barranquilla,Барранкилья,10.9833,-74.8019,1326588,COL,Colombia,Колумбия
Al basrah,Аль Басра,30.515,47.81,1326564,IRQ,Iraq,Ирак
Benxi,Бенкси,41.3039,123.7649,1326018,CHN,China,Китай
Saitama,Сайтама,35.8614,139.6456,1325843,JPN,Japan,Япония
Ahvaz,Ахваз,31.3047,48.6783,1325000,IRN,Iran,Иран
Guarulhos,Гуарулхос,-23.4667,-46.5333,1324781,BRA,Brazil,Бразилия
Leizhou,Лейчжоу,20.9143,110.0967,1321091,CHN,China,Китай
Juarez,Хуарес,31.745,-106.485,1321004,MEX,Mexico,Мексика
Mandalay,Мандалай,21.9831,96.0844,1319452,MMR,Burma,Бирма
Yangquan,Янкуан,37.8571,113.5804,1318505,CHN,China,Китай
Fuqing,Фуцин,25.7167,119.3833,1316000,CHN,China,Китай
Xintai,Сити Синтай,35.909,117.768,1315942,CHN,China,Китай
Wusong,Вусонг,30.945,117.811,1311726,CHN,China,Китай
Tongling,Тонглинг,30.9456,117.8114,1311726,CHN,China,Китай
Calgary,Калгари,51.05,-114.0667,1306784,CAN,Canada,Канада
Meerut,Мейрут,28.98,77.71,1305429,IND,India,Индия
Jacksonville,Джексонвилл,39.7292,-90.2317,1303156,USA,United states,Соединенные Штаты
Kuaidamao,Куайдамао,41.7283,125.9397,1302778,CHN,China,Китай
Huazhou,Хуачжоу,21.664,110.6396,1291668,CHN,China,Китай
Milwaukee,Милуоки,43.0642,-87.9675,1290221,USA,United states,Соединенные Штаты
Wuzhong,Учжонг,37.9978,106.1986,1284000,CHN,China,Китай
Belem,Белему,-6.7469,-35.5189,1280614,BRA,Brazil,Бразилия
Cacuaco,Какуако,-8.8053,13.2444,1279488,AGO,Angola,Ангола
Rosario,Росарио,-32.9575,-60.6394,1276000,ARG,Argentina,Аргентина
Tangier,Городской Тангер,35.7767,-5.8039,1275428,MAR,Morocco,Марокко
Antananarivo,Антананариво,-18.91,47.525,1275207,MDG,Madagascar,Мадагаскар
Canagatan,Канагатан,18.0,121.8,1273219,PHL,Philippines,Филиппины
Soweto,Соуэто,-26.2678,27.8585,1271628,ZAF,South africa,Юар
Providence,Городской Провидение,41.823,-71.4187,1270529,USA,United states,Соединенные Штаты
Xiantao,Xiantao,30.328,113.443,1268715,CHN,China,Китай
Jabalpur,Джабалпур,23.1667,79.9333,1267564,IND,India,Индия
Huaiyin,Хуайин,33.5819,119.028,1264000,CHN,China,Китай
Yutan,Ютан,28.278,112.552,1263332,CHN,China,Китай
Kazan,Казань,55.7964,49.1089,1259173,RUS,Russia,Россия
Bagam,Городской Багам,1.13,104.0531,1256610,IDN,Indonesia,Индонезия
Dayan,Даян,26.8552,100.2259,1253878,CHN,China,Китай
Comayaguela,Комасуэла,14.098,-87.21,1250000,HND,Honduras,Гондурас
Brussels,Брюссель,50.8467,4.3525,1249597,BEL,Belgium,Бельгия
Laiwu,Лайву,36.1833,117.6667,1248636,CHN,China,Китай
Huazhou,Хуачжоу,21.664,110.6396,1247807,CHN,China,Китай
Sharjah,Шарджа,25.3575,55.3908,1247749,ARE,United arab emirates,Объединенные Арабские Эмираты
